STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,landcover,Land cover,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL4,"Nisia Aigaiou, Kriti",2015,,11,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL4,"Nisia Aigaiou, Kriti",2018,,12.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL41,Voreio Aigaio,2012,,34.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL41,Voreio Aigaio,2015,,30.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL41,Voreio Aigaio,2018,,20.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL42,Notio Aigaio,2012,,25.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL42,Notio Aigaio,2015,,20.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL42,Notio Aigaio,2018,,18.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL43,Kriti,2009,,15.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL43,Kriti,2012,,15.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL43,Kriti,2015,,14.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL43,Kriti,2018,,21.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL5,Voreia Elláda,2009,,8.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL5,Voreia Elláda,2012,,8.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL5,Voreia Elláda,2015,,7.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL5,Voreia Elláda,2018,,8.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL51,"Anatoliki Makedonia, Thraki",2009,,17.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL51,"Anatoliki Makedonia, Thraki",2012,,16.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL51,"Anatoliki Makedonia, Thraki",2015,,14.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL51,"Anatoliki Makedonia, Thraki",2018,,14.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL52,Kentriki Makedonia,2009,,12.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL52,Kentriki Makedonia,2012,,12.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL52,Kentriki Makedonia,2015,,11.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL52,Kentriki Makedonia,2018,,12,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL53,Dytiki Makedonia,2009,,24,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL53,Dytiki Makedonia,2012,,24.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL53,Dytiki Makedonia,2015,,22.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL53,Dytiki Makedonia,2018,,25.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL54,Ipeiros,2009,,23.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL54,Ipeiros,2012,,23.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL54,Ipeiros,2015,,20.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL54,Ipeiros,2018,,20.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL6,Kentriki Elláda,2009,,8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL6,Kentriki Elláda,2012,,7.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL6,Kentriki Elláda,2015,,6.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL6,Kentriki Elláda,2018,,9.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL61,Thessalia,2009,,16.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL61,Thessalia,2012,,17,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL61,Thessalia,2015,,14.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL61,Thessalia,2018,,13.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL62,Ionia Nisia,2012,,48.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL62,Ionia Nisia,2015,,43.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL62,Ionia Nisia,2018,,24.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL63,Dytiki Elláda,2009,,16.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL63,Dytiki Elláda,2012,,16.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL63,Dytiki Elláda,2015,,14.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL63,Dytiki Elláda,2018,,14.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL64,Sterea Elláda,2009,,15.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL64,Sterea Elláda,2012,,16.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL64,Sterea Elláda,2015,,14.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL64,Sterea Elláda,2018,,15.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL65,Peloponnisos,2009,,13.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL65,Peloponnisos,2012,,13,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL65,Peloponnisos,2015,,11.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,EL65,Peloponnisos,2018,,25.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES,Spain,2009,,2.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES,Spain,2012,,2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES,Spain,2015,,1.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES,Spain,2018,,3.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES1,Noroeste,2009,,6.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES1,Noroeste,2012,,5.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES1,Noroeste,2015,,5.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES1,Noroeste,2018,,7.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES11,Galicia,2009,,8.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES11,Galicia,2012,,7.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES11,Galicia,2015,,7.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES11,Galicia,2018,,9.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES12,Principado de Asturias,2009,,14.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES12,Principado de Asturias,2012,,12.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES12,Principado de Asturias,2015,,12.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES12,Principado de Asturias,2018,,13.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES13,Cantabria,2009,,16.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES13,Cantabria,2012,,15.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES13,Cantabria,2015,,15.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES13,Cantabria,2018,,14.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES2,Noreste,2009,,6.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES2,Noreste,2012,,5.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES2,Noreste,2015,,5.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES2,Noreste,2018,,7.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES21,País Vasco,2009,,14.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES21,País Vasco,2012,,12.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES21,País Vasco,2015,,10.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES21,País Vasco,2018,,12.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES22,Comunidad Foral de Navarra,2009,,15.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES22,Comunidad Foral de Navarra,2012,,12.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES22,Comunidad Foral de Navarra,2015,,12.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES22,Comunidad Foral de Navarra,2018,,13.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES23,La Rioja,2009,,20.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES23,La Rioja,2012,,18.7,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES23,La Rioja,2015,,19.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES23,La Rioja,2018,,22.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES24,Aragón,2009,,9.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES24,Aragón,2012,,8.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES24,Aragón,2015,,8.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES24,Aragón,2018,,11.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES3,Comunidad de Madrid,2009,,9.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES3,Comunidad de Madrid,2012,,8.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES3,Comunidad de Madrid,2015,,8.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES3,Comunidad de Madrid,2018,,7.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES30,Comunidad de Madrid,2009,,9.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES30,Comunidad de Madrid,2012,,8.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES30,Comunidad de Madrid,2015,,8.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES30,Comunidad de Madrid,2018,,7.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES4,Centro (ES),2009,,4.5,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES4,Centro (ES),2012,,4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES4,Centro (ES),2015,,3.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES4,Centro (ES),2018,,7.6,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES41,Castilla y León,2009,,6.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES41,Castilla y León,2012,,6.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES41,Castilla y León,2015,,5.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES41,Castilla y León,2018,,14.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES42,Castilla-La Mancha,2009,,7.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES42,Castilla-La Mancha,2012,,6.4,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES42,Castilla-La Mancha,2015,,6.3,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES42,Castilla-La Mancha,2018,,8.9,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES43,Extremadura,2009,,10.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES43,Extremadura,2012,,8.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES43,Extremadura,2015,,8.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES43,Extremadura,2018,,10.8,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES5,Este,2009,,5.1,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES5,Este,2012,,4.2,,,,,
dataflow,ESTAT:LAN_LCV_OVW$DEFAULTVIEW(1.0),Land cover overview by NUTS 2 region,A,Annual,CVA,Coefficient of variation for absolute value,LCA,Artificial land,ES5,Este,2015,,4,,,,,
