"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch"
"ITC4","IT",2017,1.40535,16.9,131.08,"Low investment, low fertility"
"ITF1","IT",2017,1.25286,28.2,131.08,"Low investment, low fertility"
"ITF2","IT",2017,1.20144,35,131.08,"Low investment, low fertility"
"ITF3","IT",2017,1.36197,43,131.08,"Low investment, low fertility"
"ITF4","IT",2017,1.25093,36.7,131.08,"Low investment, low fertility"
"ITF5","IT",2017,1.20013,31.9,131.08,"Low investment, low fertility"
"ITF6","IT",2017,1.30506,43.9,131.08,"Low investment, low fertility"
"ITG1","IT",2017,1.37181,48.9,131.08,"Low investment, low fertility"
"ITG2","IT",2017,1.07838,37.2,131.08,"Low investment, low fertility"
"ITH1","IT",2017,1.74689,6.3,131.08,"High fertility, low investment"
"ITH2","IT",2017,1.4863,17.1,131.08,"Low investment, low fertility"
"ITH3","IT",2017,1.36698,13,131.08,"Low investment, low fertility"
"ITH4","IT",2017,1.31574,13.1,131.08,"Low investment, low fertility"
"ITH5","IT",2017,1.36091,15,131.08,"Low investment, low fertility"
"ITI1","IT",2017,1.29473,17.4,131.08,"Low investment, low fertility"
"ITI2","IT",2017,1.25818,16.1,131.08,"Low investment, low fertility"
"ITI3","IT",2017,1.26097,20.9,131.08,"Low investment, low fertility"
"ITI4","IT",2017,1.30127,26.7,131.08,"Low investment, low fertility"
"ITC1","IT",2018,1.29684,18.4,130.22,"Low investment, low fertility"
"ITC2","IT",2018,1.38873,13.1,130.22,"Low investment, low fertility"
"ITC3","IT",2018,1.24387,18.1,130.22,"Low investment, low fertility"
"ITC4","IT",2018,1.36258,14.9,130.22,"Low investment, low fertility"
"ITF1","IT",2018,1.2048,25.8,130.22,"Low investment, low fertility"
"ITF2","IT",2018,1.10607,25,130.22,"Low investment, low fertility"
"ITF3","IT",2018,1.32915,48.9,130.22,"Low investment, low fertility"
"ITF4","IT",2018,1.23363,35.8,130.22,"Low investment, low fertility"
"ITF5","IT",2018,1.1411,35.2,130.22,"Low investment, low fertility"
"ITF6","IT",2018,1.2891,40.7,130.22,"Low investment, low fertility"
"ITG1","IT",2018,1.37221,49.5,130.22,"Low investment, low fertility"
"ITG2","IT",2018,1.03521,33.6,130.22,"Low investment, low fertility"
"ITH1","IT",2018,1.72907,12.7,130.22,"High fertility, low investment"
"ITH2","IT",2018,1.4505,18.8,130.22,"Low investment, low fertility"
"ITH3","IT",2018,1.34451,13.2,130.22,"Low investment, low fertility"
"ITH4","IT",2018,1.28507,12.2,130.22,"Low investment, low fertility"
"ITH5","IT",2018,1.348,14,130.22,"Low investment, low fertility"
"ITI1","IT",2018,1.2608,17.9,130.22,"Low investment, low fertility"
"ITI2","IT",2018,1.22402,17,130.22,"Low investment, low fertility"
"ITI3","IT",2018,1.22736,16.1,130.22,"Low investment, low fertility"
"ITI4","IT",2018,1.25317,25.7,130.22,"Low investment, low fertility"
"ITC1","IT",2019,1.27,16.3,138.25,"Low investment, low fertility"
"ITC2","IT",2019,1.31,8.6,138.25,"Low investment, low fertility"
"ITC3","IT",2019,1.21,17.5,138.25,"Low investment, low fertility"
"ITC4","IT",2019,1.33,16.6,138.25,"Low investment, low fertility"
"ITF1","IT",2019,1.17,24.4,138.25,"Low investment, low fertility"
"ITF2","IT",2019,1.15,33.7,138.25,"Low investment, low fertility"
"ITF3","IT",2019,1.31,48.2,138.25,"Low investment, low fertility"
"ITF4","IT",2019,1.2,37,138.25,"Low investment, low fertility"
"ITF5","IT",2019,1.15,33,138.25,"Low investment, low fertility"
"ITF6","IT",2019,1.26,34.8,138.25,"Low investment, low fertility"
"ITG1","IT",2019,1.33,45.4,138.25,"Low investment, low fertility"
"ITG2","IT",2019,1,27.4,138.25,"Low investment, low fertility"
"ITH1","IT",2019,1.71,10.4,138.25,"High fertility, low investment"
"ITH2","IT",2019,1.42,11.4,138.25,"Low investment, low fertility"
"ITH3","IT",2019,1.29,10.3,138.25,"Low investment, low fertility"
"ITH4","IT",2019,1.25,13.5,138.25,"Low investment, low fertility"
"ITH5","IT",2019,1.3,14,138.25,"Low investment, low fertility"
"ITI1","IT",2019,1.21,18.4,138.25,"Low investment, low fertility"
"ITI2","IT",2019,1.2,12.3,138.25,"Low investment, low fertility"
"ITI3","IT",2019,1.19,18.5,138.25,"Low investment, low fertility"
"ITI4","IT",2019,1.18,24.1,138.25,"Low investment, low fertility"
"LT01","LT",2017,1.49406,23.1,111.97,"Low investment, low fertility"
"LT02","LT",2017,1.59857,32.4,111.97,"High fertility, low investment"
"LT01","LT",2018,1.48992,22.2,181.29,"Low investment, low fertility"
"LT02","LT",2018,1.54059,31.1,181.29,"High fertility, low investment"
"LT01","LT",2019,1.35689,20.2,225.1,"High investement, low fertility"
"LT02","LT",2019,1.46291,27.6,225.1,"High investement, low fertility"
"NL11","NL",2017,1.45,21.8,195.07,"Low investment, low fertility"
"NL12","NL",2017,1.77,17.7,195.07,"High fertility, low investment"
"NL13","NL",2017,1.77,16.8,195.07,"High fertility, low investment"
"NL21","NL",2017,1.72,16.4,195.07,"High fertility, low investment"
"NL22","NL",2017,1.7,15.2,195.07,"High fertility, low investment"
"NL23","NL",2017,1.72,17.4,195.07,"High fertility, low investment"
"NL31","NL",2017,1.68,14.9,195.07,"High fertility, low investment"
"NL32","NL",2017,1.52,16.7,195.07,"Low investment, low fertility"
"NL33","NL",2017,1.64,19.3,195.07,"High fertility, low investment"
"NL34","NL",2017,1.76,12.7,195.07,"High fertility, low investment"
"NL41","NL",2017,1.61,14.1,195.07,"High fertility, low investment"
"NL42","NL",2017,1.48,15.8,195.07,"Low investment, low fertility"
"NL11","NL",2018,1.39,22.1,190.84,"Low investment, low fertility"
"NL12","NL",2018,1.71,16.3,190.84,"High fertility, low investment"
"NL13","NL",2018,1.68,14.8,190.84,"High fertility, low investment"
"NL21","NL",2018,1.69,15.7,190.84,"High fertility, low investment"
"NL22","NL",2018,1.66,15.2,190.84,"High fertility, low investment"
"NL23","NL",2018,1.78,15.6,190.84,"High fertility, low investment"
"NL31","NL",2018,1.63,13.5,190.84,"High fertility, low investment"
"NL32","NL",2018,1.49,17.2,190.84,"Low investment, low fertility"
"NL33","NL",2018,1.61,19.6,190.84,"High fertility, low investment"
"NL34","NL",2018,1.72,14,190.84,"High fertility, low investment"
"NL41","NL",2018,1.58,13.4,190.84,"High fertility, low investment"
"NL42","NL",2018,1.45,16.9,190.84,"Low investment, low fertility"
"NL11","NL",2019,1.41,23.9,203.74,"Low investment, low fertility"
"NL12","NL",2019,1.75,16.5,203.74,"High fertility, low investment"
"NL13","NL",2019,1.73,14.7,203.74,"High fertility, low investment"
"NL21","NL",2019,1.68,15.6,203.74,"High fertility, low investment"
"NL22","NL",2019,1.65,14.6,203.74,"High fertility, low investment"
"NL23","NL",2019,1.77,16.2,203.74,"High fertility, low investment"
"NL31","NL",2019,1.62,15.1,203.74,"High fertility, low investment"
"NL32","NL",2019,1.46,17,203.74,"Low investment, low fertility"
"NL33","NL",2019,1.6,19.4,203.74,"High fertility, low investment"
"NL34","NL",2019,1.73,14.8,203.74,"High fertility, low investment"
"NL41","NL",2019,1.55,13.8,203.74,"High fertility, low investment"
"NL42","NL",2019,1.43,15.5,203.74,"Low investment, low fertility"
"NO01","NO",2017,1.54,15.6,732.24,"Balanced investment"
"NO02","NO",2017,1.57,14.9,732.24,"Balanced investment"
"NO03","NO",2017,1.6,12.7,732.24,"Balanced investment"
"NO04","NO",2017,1.77,14.6,732.24,"Balanced investment"
"NO05","NO",2017,1.7,17.2,732.24,"Balanced investment"
"NO06","NO",2017,1.63,17.1,732.24,"Balanced investment"
"NO07","NO",2017,1.59,17.1,732.24,"Balanced investment"
"NO01","NO",2018,1.5,16.4,702.78,"High investement, low fertility"
"NO02","NO",2018,1.51,15.1,702.78,"High investement, low fertility"
"NO03","NO",2018,1.56,13.6,702.78,"Balanced investment"
"NO04","NO",2018,1.68,17.5,702.78,"Balanced investment"
"NO05","NO",2018,1.64,14.7,702.78,"Balanced investment"
"NO06","NO",2018,1.53,15,702.78,"Balanced investment"
"NO07","NO",2018,1.54,16.8,702.78,"Balanced investment"
"NO01","NO",2019,1.47,16.2,710.93,"High investement, low fertility"
"NO02","NO",2019,1.48,19.7,710.93,"High investement, low fertility"
"NO03","NO",2019,1.53,14.5,710.93,"Balanced investment"
"NO04","NO",2019,1.64,17.4,710.93,"Balanced investment"
"NO05","NO",2019,1.6,13.2,710.93,"Balanced investment"
"NO06","NO",2019,1.52,14.4,710.93,"High investement, low fertility"
"NO07","NO",2019,1.49,16.2,710.93,"High investement, low fertility"
"PL21","PL",2019,1.51,18.1,280.13,"High investement, low fertility"
"PL22","PL",2019,1.38,13,280.13,"High investement, low fertility"
"PL41","PL",2019,1.55,17.3,280.13,"Balanced investment"
"PL42","PL",2019,1.32,16.5,280.13,"High investement, low fertility"
"PL43","PL",2019,1.35,14.8,280.13,"High investement, low fertility"
"PL51","PL",2019,1.38,14.1,280.13,"High investement, low fertility"
"PL52","PL",2019,1.33,17.8,280.13,"High investement, low fertility"
"PL61","PL",2019,1.39,22.2,280.13,"High investement, low fertility"
"PL62","PL",2019,1.35,23.7,280.13,"High investement, low fertility"
"PL63","PL",2019,1.62,15,280.13,"Balanced investment"
"PL71","PL",2019,1.36,17.1,280.13,"High investement, low fertility"
"PL72","PL",2019,1.26,20.3,280.13,"High investement, low fertility"
"PL81","PL",2019,1.34,28.5,280.13,"High investement, low fertility"
"PL82","PL",2019,1.38,22.1,280.13,"High investement, low fertility"
"PL84","PL",2019,1.42,20.5,280.13,"High investement, low fertility"
"PL91","PL",2019,1.6,12.9,280.13,"Balanced investment"
"PL92","PL",2019,1.51,21.1,280.13,"High investement, low fertility"
"PT11","PT",2018,1.27667,23,68.29,"Low investment, low fertility"
"PT15","PT",2018,1.64886,23.2,68.29,"High fertility, low investment"
"PT16","PT",2018,1.34243,22.8,68.29,"Low investment, low fertility"
"PT17","PT",2018,1.62063,16.5,68.29,"High fertility, low investment"
"PT18","PT",2018,1.50266,21.1,68.29,"Low investment, low fertility"
"PT20","PT",2018,1.39402,36.5,68.29,"Low investment, low fertility"
"PT30","PT",2018,1.30193,31.9,68.29,"Low investment, low fertility"
"PT11","PT",2019,1.28793,22.3,73.68,"Low investment, low fertility"
"PT15","PT",2019,1.67784,22.7,73.68,"High fertility, low investment"
"PT16","PT",2019,1.36295,20.5,73.68,"Low investment, low fertility"
"PT17","PT",2019,1.62614,17.5,73.68,"High fertility, low investment"
"PT18","PT",2019,1.54728,21.6,73.68,"High fertility, low investment"
"PT20","PT",2019,1.35461,36.7,73.68,"Low investment, low fertility"
"PT30","PT",2019,1.3177,32,73.68,"Low investment, low fertility"
"RO11","RO",2017,1.7,35.6,101.13,"High fertility, low investment"
"RO12","RO",2017,1.88,29.7,101.13,"High fertility, low investment"
"RO21","RO",2017,2.16,49.6,101.13,"High fertility, low investment"
"RO22","RO",2017,1.89,52.4,101.13,"High fertility, low investment"
"RO31","RO",2017,1.74,50.2,101.13,"High fertility, low investment"
"RO32","RO",2017,1.52,31.8,101.13,"Low investment, low fertility"
"RO41","RO",2017,1.63,52.5,101.13,"High fertility, low investment"
"RO42","RO",2017,1.58,31.8,101.13,"High fertility, low investment"
"RO11","RO",2018,1.69,28.8,106.72,"High fertility, low investment"
"RO12","RO",2018,1.84,27.6,106.72,"High fertility, low investment"
"RO21","RO",2018,2.09,49.9,106.72,"High fertility, low investment"
"RO22","RO",2018,1.84,50.3,106.72,"High fertility, low investment"
"RO31","RO",2018,1.74,45.6,106.72,"High fertility, low investment"
"RO32","RO",2018,1.53,28.2,106.72,"High fertility, low investment"
"RO41","RO",2018,1.66,47.4,106.72,"High fertility, low investment"
"RO42","RO",2018,1.6,24.2,106.72,"High fertility, low investment"
"RO11","RO",2019,1.69,23.4,128.43,"High fertility, low investment"
"RO12","RO",2019,1.85,28.2,128.43,"High fertility, low investment"
"RO21","RO",2019,2.14,49.2,128.43,"High fertility, low investment"
"RO22","RO",2019,1.84,49.5,128.43,"High fertility, low investment"
"RO31","RO",2019,1.76,43.1,128.43,"High fertility, low investment"
"RO32","RO",2019,1.55,21.7,128.43,"High fertility, low investment"
"RO41","RO",2019,1.64,42.2,128.43,"High fertility, low investment"
"RO42","RO",2019,1.58,24,128.43,"High fertility, low investment"
"SE11","SE",2017,1.71,14.1,626.35,"Balanced investment"
"SE12","SE",2017,1.8,16.7,626.35,"Balanced investment"
"SE21","SE",2017,1.91,14,626.35,"Balanced investment"
"SE22","SE",2017,1.78,21.9,626.35,"Balanced investment"
"SE23","SE",2017,1.76,18.2,626.35,"Balanced investment"
"SE31","SE",2017,1.89,20.3,626.35,"Balanced investment"
"SE32","SE",2017,1.9,16.7,626.35,"Balanced investment"
"SE33","SE",2017,1.73,15.3,626.35,"Balanced investment"
"SE11","SE",2018,1.66,13.6,658.01,"Balanced investment"
"SE12","SE",2018,1.76,16.5,658.01,"Balanced investment"
"SE21","SE",2018,1.88,16.9,658.01,"Balanced investment"
"SE22","SE",2018,1.76,26.2,658.01,"Balanced investment"
"SE23","SE",2018,1.74,16.6,658.01,"Balanced investment"
"SE31","SE",2018,1.89,19.5,658.01,"Balanced investment"
"SE32","SE",2018,1.9,18.4,658.01,"Balanced investment"
"SE33","SE",2018,1.69,17.4,658.01,"Balanced investment"
"SE11","SE",2019,1.61,14.5,657.54,"Balanced investment"
"SE12","SE",2019,1.72,18.4,657.54,"Balanced investment"
"SE21","SE",2019,1.83,16.3,657.54,"Balanced investment"
"SE22","SE",2019,1.72,24.7,657.54,"Balanced investment"
"SE23","SE",2019,1.71,18.7,657.54,"Balanced investment"
"SE31","SE",2019,1.78,18.2,657.54,"Balanced investment"
"SE32","SE",2019,1.82,23.6,657.54,"Balanced investment"
"SE33","SE",2019,1.7,16.3,657.54,"Balanced investment"
"SI03","SI",2018,1.64,17.3,131.84,"High fertility, low investment"
"SI04","SI",2018,1.58,13.3,131.84,"High fertility, low investment"
"SI03","SI",2019,1.68,16.3,143.16,"High fertility, low investment"
"SI04","SI",2019,1.55,10.8,143.16,"High fertility, low investment"
"SK01","SK",2017,1.66,9.9,217.7,"High fertility, low investment"
"SK02","SK",2017,1.34,12.9,217.7,"Low investment, low fertility"
"SK03","SK",2017,1.45,17.5,217.7,"Low investment, low fertility"
"SK04","SK",2017,1.65,20.1,217.7,"High fertility, low investment"
"SK01","SK",2018,1.7,7.3,215.1,"High fertility, low investment"
"SK02","SK",2018,1.35,10.7,215.1,"Low investment, low fertility"
"SK03","SK",2018,1.48,18.6,215.1,"Low investment, low fertility"
"SK04","SK",2018,1.66,20.6,215.1,"High fertility, low investment"
"SK01","SK",2019,1.65,6.8,232.55,"Balanced investment"
"SK02","SK",2019,1.4,10.2,232.55,"High investement, low fertility"
"SK03","SK",2019,1.49,19.3,232.55,"High investement, low fertility"
"SK04","SK",2019,1.69,19.7,232.55,"Balanced investment"
"AL01","AL",2019,1.59,55.4,43.87,"High fertility, low investment"
"AL02","AL",2019,1.28,49.2,43.87,"Low investment, low fertility"
"AL03","AL",2019,1.23,48.4,43.87,"Low investment, low fertility"
"BG31","BG",2017,1.85291,47.4,328.78,"Balanced investment"
"BG32","BG",2017,1.71635,43,328.78,"Balanced investment"
"BG33","BG",2017,1.68931,40.4,328.78,"Balanced investment"
"BG34","BG",2017,2.10908,39.9,328.78,"Balanced investment"
"BG41","BG",2017,1.45777,26,328.78,"High investement, low fertility"
"BG42","BG",2017,1.79732,45,328.78,"Balanced investment"
"BG31","BG",2018,1.88775,42,345.61,"Balanced investment"
"BG32","BG",2018,1.75067,34.5,345.61,"Balanced investment"
"BG33","BG",2018,1.73954,34.5,345.61,"Balanced investment"
"BG34","BG",2018,2.10184,36.2,345.61,"Balanced investment"
"BG41","BG",2018,1.46803,22.8,345.61,"High investement, low fertility"
"BG42","BG",2018,1.83131,39.2,345.61,"Balanced investment"
"BG31","BG",2019,1.90808,41.6,347.62,"Balanced investment"
"BG32","BG",2019,1.77018,37.6,347.62,"Balanced investment"
"BG33","BG",2019,1.83009,33.7,347.62,"Balanced investment"
"BG34","BG",2019,2.15573,37.9,347.62,"Balanced investment"
"BG41","BG",2019,1.53127,22.7,347.62,"Balanced investment"
"BG42","BG",2019,1.87979,38.1,347.62,"Balanced investment"
"CH01","CH",2017,1.52,20.4,5937.64,"High investement, low fertility"
"CH02","CH",2017,1.53,19.7,5937.64,"Balanced investment"
"CH03","CH",2017,1.52,17.3,5937.64,"High investement, low fertility"
"CH04","CH",2017,1.5,14.3,5937.64,"High investement, low fertility"
"CH05","CH",2017,1.54,17.9,5937.64,"Balanced investment"
"CH06","CH",2017,1.56,13.6,5937.64,"Balanced investment"
"CH07","CH",2017,1.37,34,5937.64,"High investement, low fertility"
"CH01","CH",2018,1.51,21.2,5954.28,"High investement, low fertility"
"CH02","CH",2018,1.53,19.1,5954.28,"Balanced investment"
"CH03","CH",2018,1.51,18.2,5954.28,"High investement, low fertility"
"CH04","CH",2018,1.47,11.9,5954.28,"High investement, low fertility"
"CH05","CH",2018,1.59,17.7,5954.28,"Balanced investment"
"CH06","CH",2018,1.59,12.5,5954.28,"Balanced investment"
"CH07","CH",2018,1.28,30.2,5954.28,"High investement, low fertility"
"CH01","CH",2019,1.47,26.1,6076.75,"High investement, low fertility"
"CH02","CH",2019,1.5,21.1,6076.75,"High investement, low fertility"
"CH03","CH",2019,1.5,18.8,6076.75,"High investement, low fertility"
"CH04","CH",2019,1.42,13.1,6076.75,"High investement, low fertility"
"CH05","CH",2019,1.53,17.2,6076.75,"Balanced investment"
"CH06","CH",2019,1.54,14.2,6076.75,"Balanced investment"
"CH07","CH",2019,1.26,26.7,6076.75,"High investement, low fertility"
"CZ01","CZ",2017,1.55,9.8,2552.77,"Balanced investment"
"CZ02","CZ",2017,1.79,11,2552.77,"Balanced investment"
"CZ03","CZ",2017,1.7,9.3,2552.77,"Balanced investment"
"CZ04","CZ",2017,1.67,16.1,2552.77,"Balanced investment"
"CZ05","CZ",2017,1.7,10.1,2552.77,"Balanced investment"
"CZ06","CZ",2017,1.73,11,2552.77,"Balanced investment"
"CZ07","CZ",2017,1.67,11.2,2552.77,"Balanced investment"
"CZ08","CZ",2017,1.6,19.7,2552.77,"Balanced investment"
"CZ01","CZ",2018,1.56,8.3,2733.45,"Balanced investment"
"CZ02","CZ",2018,1.74,9.4,2733.45,"Balanced investment"
"CZ03","CZ",2018,1.72,9.4,2733.45,"Balanced investment"
"CZ04","CZ",2018,1.66,17,2733.45,"Balanced investment"
"CZ05","CZ",2018,1.74,11.6,2733.45,"Balanced investment"
"CZ06","CZ",2018,1.76,11.3,2733.45,"Balanced investment"
"CZ07","CZ",2018,1.71,12.5,2733.45,"Balanced investment"
"CZ08","CZ",2018,1.68,16,2733.45,"Balanced investment"
"CZ01","CZ",2019,1.52,7.7,2683.19,"High investement, low fertility"
"CZ02","CZ",2019,1.76,9.6,2683.19,"Balanced investment"
"CZ03","CZ",2019,1.72,9.3,2683.19,"Balanced investment"
"CZ04","CZ",2019,1.71,19.7,2683.19,"Balanced investment"
"CZ05","CZ",2019,1.76,12.4,2683.19,"Balanced investment"
"CZ06","CZ",2019,1.77,11.9,2683.19,"Balanced investment"
"CZ07","CZ",2019,1.67,12.8,2683.19,"Balanced investment"
"CZ08","CZ",2019,1.66,15.1,2683.19,"Balanced investment"
"DK01","DK",2017,1.67,18.9,3661.94,"Balanced investment"
"DK02","DK",2017,1.83,17.9,3661.94,"Balanced investment"
"DK03","DK",2017,1.82,17.6,3661.94,"Balanced investment"
"DK04","DK",2017,1.83,16,3661.94,"Balanced investment"
"DK05","DK",2017,1.81,18.4,3661.94,"Balanced investment"
"DK01","DK",2018,1.65,19.6,3680.51,"Balanced investment"
"DK02","DK",2018,1.83,16.8,3680.51,"Balanced investment"
"DK03","DK",2018,1.78,15.7,3680.51,"Balanced investment"
"DK04","DK",2018,1.81,15.8,3680.51,"Balanced investment"
"DK05","DK",2018,1.77,19.2,3680.51,"Balanced investment"
"DK01","DK",2019,1.66,18.2,3676.93,"Balanced investment"
"DK02","DK",2019,1.76,14.3,3676.93,"Balanced investment"
"DK03","DK",2019,1.73,18.1,3676.93,"Balanced investment"
"DK04","DK",2019,1.75,17,3676.93,"Balanced investment"
"DK05","DK",2019,1.75,17.7,3676.93,"Balanced investment"
"EL30","EL",2018,1.36,27,832.01,"High investement, low fertility"
"EL41","EL",2018,1.63,31.9,832.01,"Balanced investment"
"EL42","EL",2018,1.54,31.6,832.01,"Balanced investment"
"EL43","EL",2018,1.52,34.8,832.01,"High investement, low fertility"
"EL51","EL",2018,1.32,33.5,832.01,"High investement, low fertility"
"EL52","EL",2018,1.28,29.3,832.01,"High investement, low fertility"
"EL53","EL",2018,1.26,36.5,832.01,"High investement, low fertility"
"EL54","EL",2018,1.22,31.1,832.01,"High investement, low fertility"
"EL61","EL",2018,1.32,32.9,832.01,"High investement, low fertility"
"EL62","EL",2018,1.6,26.2,832.01,"Balanced investment"
"EL63","EL",2018,1.29,41.1,832.01,"High investement, low fertility"
"EL64","EL",2018,1.23,28.7,832.01,"High investement, low fertility"
"EL65","EL",2018,1.35,29.2,832.01,"High investement, low fertility"
"EL30","EL",2019,1.35,24.5,897.89,"High investement, low fertility"
"EL41","EL",2019,1.6,30.7,897.89,"Balanced investment"
"EL42","EL",2019,1.62,30.1,897.89,"Balanced investment"
"EL43","EL",2019,1.54,30.5,897.89,"Balanced investment"
"EL51","EL",2019,1.3,34,897.89,"High investement, low fertility"
"EL52","EL",2019,1.27,30.6,897.89,"High investement, low fertility"
"EL53","EL",2019,1.26,33.6,897.89,"High investement, low fertility"
"EL54","EL",2019,1.24,26.8,897.89,"High investement, low fertility"
"EL61","EL",2019,1.28,28.3,897.89,"High investement, low fertility"
"EL62","EL",2019,1.55,22.3,897.89,"Balanced investment"
"EL63","EL",2019,1.32,39.8,897.89,"High investement, low fertility"
"EL64","EL",2019,1.12,28.3,897.89,"High investement, low fertility"
"EL65","EL",2019,1.32,35.1,897.89,"High investement, low fertility"
"ES11","ES",2017,1.11971,23,5214.95,"High investement, low fertility"
"ES12","ES",2017,1.0277,17.8,5214.95,"High investement, low fertility"
"ES13","ES",2017,1.16135,20.5,5214.95,"High investement, low fertility"
"ES21","ES",2017,1.3205,15,5214.95,"High investement, low fertility"
"ES22","ES",2017,1.4463,13.2,5214.95,"High investement, low fertility"
"ES23","ES",2017,1.33934,13.9,5214.95,"High investement, low fertility"
"ES24","ES",2017,1.32689,16.2,5214.95,"High investement, low fertility"
"ES30","ES",2017,1.31942,21.7,5214.95,"High investement, low fertility"
"ES41","ES",2017,1.14147,19.2,5214.95,"High investement, low fertility"
"ES42","ES",2017,1.30795,34.9,5214.95,"High investement, low fertility"
"ES43","ES",2017,1.28931,44.9,5214.95,"High investement, low fertility"
"ES51","ES",2017,1.36858,20.2,5214.95,"High investement, low fertility"
"ES52","ES",2017,1.29225,31.9,5214.95,"High investement, low fertility"
"ES53","ES",2017,1.24946,25.2,5214.95,"High investement, low fertility"
"ES61","ES",2017,1.35638,39,5214.95,"High investement, low fertility"
"ES62","ES",2017,1.54678,35.6,5214.95,"Balanced investment"
"ES63","ES",2017,1.79543,46.9,5214.95,"Balanced investment"
"ES64","ES",2017,2.2558,30.2,5214.95,"Balanced investment"
"ES70","ES",2017,1.07193,39.9,5214.95,"High investement, low fertility"
"ES11","ES",2018,1.04073,24.1,5374.57,"High investement, low fertility"
"ES12","ES",2018,1.02771,21.8,5374.57,"High investement, low fertility"
"ES13","ES",2018,1.11039,24.4,5374.57,"High investement, low fertility"
"ES21","ES",2018,1.27534,12.2,5374.57,"High investement, low fertility"
"ES22","ES",2018,1.37788,13.1,5374.57,"High investement, low fertility"
"ES23","ES",2018,1.23376,19.1,5374.57,"High investement, low fertility"
"ES24","ES",2018,1.28449,17.8,5374.57,"High investement, low fertility"
"ES30","ES",2018,1.26087,20.9,5374.57,"High investement, low fertility"
"ES41","ES",2018,1.14267,19.8,5374.57,"High investement, low fertility"
"ES42","ES",2018,1.26129,33.4,5374.57,"High investement, low fertility"
"ES43","ES",2018,1.21358,43.7,5374.57,"High investement, low fertility"
"ES51","ES",2018,1.30934,18.9,5374.57,"High investement, low fertility"
"ES52","ES",2018,1.23939,30.7,5374.57,"High investement, low fertility"
"ES53","ES",2018,1.24665,17.3,5374.57,"High investement, low fertility"
"ES61","ES",2018,1.31519,41.7,5374.57,"High investement, low fertility"
"ES62","ES",2018,1.52629,33.2,5374.57,"Balanced investment"
"ES63","ES",2018,1.68002,48.9,5374.57,"Balanced investment"
"ES64","ES",2018,2.26992,23.5,5374.57,"Balanced investment"
"ES70","ES",2018,1.00946,39.2,5374.57,"High investement, low fertility"
"ES11","ES",2019,1.01814,24.2,5763.11,"High investement, low fertility"
"ES12","ES",2019,0.95664,25,5763.11,"High investement, low fertility"
"ES13","ES",2019,1.06379,19.8,5763.11,"High investement, low fertility"
"ES21","ES",2019,1.24932,15,5763.11,"High investement, low fertility"
"ES22","ES",2019,1.38361,12.4,5763.11,"High investement, low fertility"
"ES23","ES",2019,1.30172,15.8,5763.11,"High investement, low fertility"
"ES24","ES",2019,1.25335,20.5,5763.11,"High investement, low fertility"
"ES30","ES",2019,1.21957,20.2,5763.11,"High investement, low fertility"
"ES41","ES",2019,1.12497,16.8,5763.11,"High investement, low fertility"
"ES42","ES",2019,1.24287,31,5763.11,"High investement, low fertility"
"ES43","ES",2019,1.2167,36.9,5763.11,"High investement, low fertility"
"ES51","ES",2019,1.26909,18.8,5763.11,"High investement, low fertility"
"ES52","ES",2019,1.23134,28.2,5763.11,"High investement, low fertility"
"ES53","ES",2019,1.17358,16.5,5763.11,"High investement, low fertility"
"ES61","ES",2019,1.30586,39.3,5763.11,"High investement, low fertility"
"ES62","ES",2019,1.49064,33.4,5763.11,"High investement, low fertility"
"ES63","ES",2019,1.48046,49,5763.11,"High investement, low fertility"
"ES64","ES",2019,2.0991,39.7,5763.11,"Balanced investment"
"ES70","ES",2019,0.96995,38.3,5763.11,"High investement, low fertility"
"FI1B","FI",2017,1.38,12,2626.36,"High investement, low fertility"
"FI1C","FI",2017,1.47,16.1,2626.36,"High investement, low fertility"
"FI1D","FI",2017,1.63,17.9,2626.36,"Balanced investment"
"FI1B","FI",2018,1.33,11.1,2544.64,"High investement, low fertility"
"FI1C","FI",2018,1.36,17.1,2544.64,"High investement, low fertility"
"FI1D","FI",2018,1.53,20.3,2544.64,"Balanced investment"
"FI1B","FI",2019,1.28,9.4,2468.12,"High investement, low fertility"
"FI1C","FI",2019,1.3,14.7,2468.12,"High investement, low fertility"
"FI1D","FI",2019,1.44,17.8,2468.12,"High investement, low fertility"
"HR03","HR",2017,1.39,21.6,382.19,"High investement, low fertility"
"HR04","HR",2017,1.43,24.8,382.19,"High investement, low fertility"
"HR03","HR",2018,1.43,21.2,430.93,"High investement, low fertility"
"HR04","HR",2018,1.49,22.6,430.93,"High investement, low fertility"
"HR03","HR",2019,1.42,19.4,460.23,"High investement, low fertility"
"HR04","HR",2019,1.49,21.6,460.23,"High investement, low fertility"
"HU21","HU",2017,1.55,20.1,1779.24,"Balanced investment"
"HU22","HU",2017,1.46,19.9,1779.24,"High investement, low fertility"
"HU23","HU",2017,1.55,30.4,1779.24,"Balanced investment"
"HU31","HU",2017,1.82,36.4,1779.24,"Balanced investment"
"HU32","HU",2017,1.7,28.4,1779.24,"Balanced investment"
"HU33","HU",2017,1.56,26.4,1779.24,"Balanced investment"
"HU11","HU",2018,1.21,16.5,1788.86,"High investement, low fertility"
"HU12","HU",2018,1.6,14.3,1788.86,"Balanced investment"
"HU21","HU",2018,1.52,15.2,1788.86,"High investement, low fertility"
