STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE27,Schwaben,2018,,190.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE27,Schwaben,2019,,191.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE30,Berlin,2017,,4248.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE30,Berlin,2018,,4289.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE30,Berlin,2019,,4322.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE40,Brandenburg,2017,,86.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE40,Brandenburg,2018,,86.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE40,Brandenburg,2019,,86.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE50,Bremen,2017,,1738.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE50,Bremen,2018,,1744.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE50,Bremen,2019,,1744.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE60,Hamburg,2017,,2564.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE60,Hamburg,2018,,2585.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE60,Hamburg,2019,,2597.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE71,Darmstadt,2017,,536.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE71,Darmstadt,2018,,539.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE71,Darmstadt,2019,,542.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE72,Gießen,2017,,194.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE72,Gießen,2018,,194.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE72,Gießen,2019,,194.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE73,Kassel,2017,,147.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE73,Kassel,2018,,147.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE73,Kassel,2019,,147.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE80,Mecklenburg-Vorpommern,2017,,71.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE80,Mecklenburg-Vorpommern,2018,,71.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE80,Mecklenburg-Vorpommern,2019,,71.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE91,Braunschweig,2017,,197.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE91,Braunschweig,2018,,197.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE91,Braunschweig,2019,,197.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE92,Hannover,2017,,238.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE92,Hannover,2018,,238.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE92,Hannover,2019,,239.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE93,Lüneburg,2017,,110.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE93,Lüneburg,2018,,111.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE93,Lüneburg,2019,,111.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE94,Weser-Ems,2017,,168.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE94,Weser-Ems,2018,,169.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DE94,Weser-Ems,2019,,169.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA1,Düsseldorf,2017,,1004.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA1,Düsseldorf,2018,,1005.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA1,Düsseldorf,2019,,1006.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA2,Köln,2017,,609.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA2,Köln,2018,,611.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA2,Köln,2019,,613.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA3,Münster,2017,,379.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA3,Münster,2018,,379.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA3,Münster,2019,,380.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA4,Detmold,2017,,316.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA4,Detmold,2018,,316.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA4,Detmold,2019,,316.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA5,Arnsberg,2017,,449.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA5,Arnsberg,2018,,449.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEA5,Arnsberg,2019,,449.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB1,Koblenz,2017,,186.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB1,Koblenz,2018,,186.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB1,Koblenz,2019,,186.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB2,Trier,2017,,107.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB2,Trier,2018,,108.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB2,Trier,2019,,108.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB3,Rheinhessen-Pfalz,2017,,301.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB3,Rheinhessen-Pfalz,2018,,302.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEB3,Rheinhessen-Pfalz,2019,,303.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEC0,Saarland,2017,,388.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEC0,Saarland,2018,,386.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEC0,Saarland,2019,,385.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED2,Dresden,2017,,205.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED2,Dresden,2018,,205.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED2,Dresden,2019,,205.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED4,Chemnitz,2017,,222.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED4,Chemnitz,2018,,221.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED4,Chemnitz,2019,,219.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED5,Leipzig,2017,,264.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED5,Leipzig,2018,,266.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DED5,Leipzig,2019,,268.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEE0,Sachsen-Anhalt,2017,,110.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEE0,Sachsen-Anhalt,2018,,109.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEE0,Sachsen-Anhalt,2019,,108.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEF0,Schleswig-Holstein,2017,,187.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEF0,Schleswig-Holstein,2018,,187.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEF0,Schleswig-Holstein,2019,,188.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEG0,Thüringen,2017,,133.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEG0,Thüringen,2018,,133.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DEG0,Thüringen,2019,,132.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK01,Hovedstaden,2017,,745.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK01,Hovedstaden,2018,,751.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK01,Hovedstaden,2019,,756.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK02,Sjælland,2017,,117.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK02,Sjælland,2018,,118.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK02,Sjælland,2019,,118.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK03,Syddanmark,2017,,101.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK03,Syddanmark,2018,,101.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK03,Syddanmark,2019,,102.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK04,Midtjylland,2017,,102.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK04,Midtjylland,2018,,103.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK04,Midtjylland,2019,,103.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK05,Nordjylland,2017,,76.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK05,Nordjylland,2018,,76.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,DK05,Nordjylland,2019,,76.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EE00,Eesti,2017,,30.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EE00,Eesti,2018,,30.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EE00,Eesti,2019,,30.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL30,Attiki,2017,,989.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL30,Attiki,2018,,989.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL30,Attiki,2019,,987.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL41,Voreio Aigaio,2017,,54.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL41,Voreio Aigaio,2018,,56.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL41,Voreio Aigaio,2019,,59.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL42,Notio Aigaio,2017,,64.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL42,Notio Aigaio,2018,,65.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL42,Notio Aigaio,2019,,66.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL43,Kriti,2017,,76.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL43,Kriti,2018,,76.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL43,Kriti,2019,,76.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL51,"Anatoliki Makedonia, Thraki",2017,,42.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL51,"Anatoliki Makedonia, Thraki",2018,,42.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL51,"Anatoliki Makedonia, Thraki",2019,,42.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL52,Kentriki Makedonia,2017,,99.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL52,Kentriki Makedonia,2018,,101.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL52,Kentriki Makedonia,2019,,101.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL53,Dytiki Makedonia,2017,,29.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL53,Dytiki Makedonia,2018,,29.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL53,Dytiki Makedonia,2019,,28.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL54,Ipeiros,2017,,36.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL54,Ipeiros,2018,,36.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL54,Ipeiros,2019,,36.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL61,Thessalia,2017,,51.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL61,Thessalia,2018,,51.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL61,Thessalia,2019,,51.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL62,Ionia Nisia,2017,,89.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL62,Ionia Nisia,2018,,89.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL62,Ionia Nisia,2019,,89.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL63,Dytiki Elláda,2017,,59.8,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL63,Dytiki Elláda,2018,,59.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL63,Dytiki Elláda,2019,,59.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL64,Sterea Elláda,2017,,36.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL64,Sterea Elláda,2018,,36.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL64,Sterea Elláda,2019,,36.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL65,Peloponnisos,2017,,37.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL65,Peloponnisos,2018,,37.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,EL65,Peloponnisos,2019,,37.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES11,Galicia,2017,,92.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES11,Galicia,2018,,92.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES11,Galicia,2019,,92.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES12,Principado de Asturias,2017,,97.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES12,Principado de Asturias,2018,,97.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES12,Principado de Asturias,2019,,96.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES13,Cantabria,2017,,110.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES13,Cantabria,2018,,110.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES13,Cantabria,2019,,110.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES21,País Vasco,2017,,301.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES21,País Vasco,2018,,302.4,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES21,País Vasco,2019,,303.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES22,Comunidad Foral de Navarra,2017,,62.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES22,Comunidad Foral de Navarra,2018,,62.5,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES22,Comunidad Foral de Navarra,2019,,63.1,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES23,La Rioja,2017,,62.2,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES23,La Rioja,2018,,62.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES23,La Rioja,2019,,62.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES24,Aragón,2017,,27.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES24,Aragón,2018,,27.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES24,Aragón,2019,,27.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES30,Comunidad de Madrid,2017,,817.0,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES30,Comunidad de Madrid,2018,,827.3,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES30,Comunidad de Madrid,2019,,839.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES41,Castilla y León,2017,,25.9,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES41,Castilla y León,2018,,25.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES41,Castilla y León,2019,,25.6,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES42,Castilla-La Mancha,2017,,25.7,,,,,
dataflow,ESTAT:TGS00024(1.0),Population density by NUTS 2 region,A,Annual,PER_KM2,Persons per square kilometre,ES42,Castilla-La Mancha,2018,,25.7,,,,,
